uid, iter, step, uid, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000000, 0, pre_loop, 1453803513.83, 1453803514.95, 1453803519.9, 1453803520.01, 1453803520.11, 1453803520.21, 1453803520.31,1453803520.41, 1453803523.14, 1453803523.27, 1453803523.34, 1453803524.98, 1453803525.06
unit.000001, 1, sim, 1453803527.47, 1453803529.43, 1453803530.39, 1453803530.73, 1453803530.74, 1453803530.81, 1453803530.9,1453803531.01, 1453803532.26, 1453803532.47, 1453803532.58, 1453803533.27, 1453803533.36
unit.000002, 1, sim, 1453803527.47, 1453803533.99, 1453803538.13, 1453803541.52, 1453803541.62, 1453803541.78, 1453803541.88,1453803542.07, 1453803543.11, 1453803543.43, 1453803543.54, 1453803544.53, 1453803544.61
unit.000003, 1, sim, 1453803527.47, 1453803532.56, 1453803535.66, 1453803538.01, 1453803538.12, 1453803538.26, 1453803538.36,1453803538.46, 1453803539.51, 1453803540.03, 1453803540.04, 1453803540.96, 1453803541.05
unit.000004, 1, sim, 1453803527.47, 1453803529.26, 1453803529.72, 1453803529.89, 1453803530.0, 1453803530.1, 1453803530.2,1453803530.3, 1453803531.85, 1453803532.06, 1453803532.17, 1453803532.93, 1453803533.01
unit.000005, 1, sim, 1453803527.47, 1453803529.08, 1453803529.58, 1453803529.72, 1453803529.79, 1453803529.9, 1453803529.99,1453803530.09, 1453803531.77, 1453803531.86, 1453803531.96, 1453803532.76, 1453803532.84
unit.000006, 1, sim, 1453803527.48, 1453803533.47, 1453803537.53, 1453803540.29, 1453803540.39, 1453803540.54, 1453803540.65,1453803540.75, 1453803541.83, 1453803542.19, 1453803542.29, 1453803544.0, 1453803544.09
unit.000007, 1, sim, 1453803527.48, 1453803532.42, 1453803535.56, 1453803537.81, 1453803537.97, 1453803538.06, 1453803538.16,1453803538.26, 1453803539.31, 1453803539.71, 1453803539.82, 1453803540.79, 1453803540.88
unit.000008, 1, sim, 1453803527.48, 1453803531.9, 1453803534.96, 1453803536.57, 1453803536.67, 1453803536.92, 1453803536.94,1453803537.03, 1453803538.1, 1453803538.47, 1453803538.58, 1453803539.19, 1453803539.27
unit.000009, 1, sim, 1453803527.48, 1453803532.08, 1453803535.17, 1453803536.98, 1453803537.08, 1453803537.24, 1453803537.34,1453803537.44, 1453803538.51, 1453803538.99, 1453803539.0, 1453803540.45, 1453803540.53
unit.000010, 1, sim, 1453803527.48, 1453803531.73, 1453803534.88, 1453803536.16, 1453803536.27, 1453803536.4, 1453803536.51,1453803536.61, 1453803537.7, 1453803538.06, 1453803538.17, 1453803539.01, 1453803539.1
unit.000011, 1, sim, 1453803527.48, 1453803531.56, 1453803534.56, 1453803535.75, 1453803535.92, 1453803535.98, 1453803536.08,1453803536.18, 1453803537.2, 1453803537.64, 1453803537.75, 1453803538.84, 1453803538.93
