step,probe,timestamp

allocate,start_time,2016-01-26 10:53:59.782913
allocate,stop_time,2016-01-26 10:54:03.555331
deallocate,start_time,2016-01-26 11:04:18.976625
deallocate,stop_time,2016-01-26 11:04:33.960845
