step,probe,timestamp

allocate,start_time,2016-01-26 00:28:52.903749
allocate,stop_time,2016-01-26 00:28:56.910062
deallocate,start_time,2016-01-26 00:33:40.339126
deallocate,stop_time,2016-01-26 00:33:49.712047
