step,probe,timestamp

allocate,start_time,2016-01-26 18:55:43.970231
allocate,stop_time,2016-01-26 18:55:47.939874
deallocate,start_time,2016-01-26 22:02:32.013996
deallocate,stop_time,2016-01-26 22:02:44.370252
