step,probe,timestamp

allocate,start_time,2016-01-28 08:04:02.765799
allocate,stop_time,2016-01-28 08:04:07.528141
deallocate,start_time,2016-01-28 08:14:12.332949
deallocate,stop_time,2016-01-28 08:14:20.976822
