step,probe,timestamp

allocate,start_time,2016-01-26 09:51:21.176959
allocate,stop_time,2016-01-26 09:51:24.461165
deallocate,start_time,2016-01-26 09:55:10.939762
deallocate,stop_time,2016-01-26 09:55:15.310373
