step,probe,timestamp

allocate,start_time,2016-01-26 15:18:09.912174
allocate,stop_time,2016-01-26 15:18:14.149535
deallocate,start_time,2016-01-26 17:05:11.309387
deallocate,stop_time,2016-01-26 17:05:23.092063
