step,probe,timestamp

allocate,start_time,2016-01-28 06:13:15.398698
allocate,stop_time,2016-01-28 06:13:20.847691
deallocate,start_time,2016-01-28 08:03:04.347481
deallocate,stop_time,2016-01-28 08:04:01.778320
