step,probe,timestamp

allocate,start_time,2016-01-26 10:21:39.703454
allocate,stop_time,2016-01-26 10:21:43.683231
deallocate,start_time,2016-01-26 10:27:24.765068
deallocate,stop_time,2016-01-26 10:27:29.549697
