step,probe,timestamp

allocate,start_time,2016-01-28 00:33:46.165943
allocate,stop_time,2016-01-28 00:33:50.401110
deallocate,start_time,2016-01-28 03:09:54.024267
deallocate,stop_time,2016-01-28 03:10:11.546093
