step,probe,timestamp

allocate,start_time,2016-01-26 01:16:03.613313
allocate,stop_time,2016-01-26 01:16:07.622744
deallocate,start_time,2016-01-26 01:20:51.131178
deallocate,stop_time,2016-01-26 01:20:58.086208
